sample,kind,m_rank1,m_rank2,m_rank3,m_rank4,m_rank5,m_rank6,workerId,hitId,assignmentId,trialIdx,batch
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,TEXGen,goatex,syncmvd,paint3d,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,11,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,12,batch2
58_1d7b005b0cf241d9890739a549769c86,main,spotex,mvadapter,goatex,TEXGen,syncmvd,paint3d,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,13,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,main,spotex,TEXGen,syncmvd,mvadapter,goatex,paint3d,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,14,batch2
48_d53b232eab0048b48835c2caef28f44e,main,goatex,mvadapter,spotex,TEXGen,syncmvd,paint3d,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,15,batch2
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,TEXGen,syncmvd,paint3d,goatex,spotex,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,16,batch2
06_ce195c7adddb44d2bf963c526756362a,main,spotex,syncmvd,TEXGen,mvadapter,paint3d,goatex,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,17,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,paint3d,goatex,syncmvd,TEXGen,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,18,batch2
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,19,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,20,batch2
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,21,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,main,syncmvd,TEXGen,spotex,goatex,paint3d,mvadapter,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,22,batch2
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,23,batch2
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,spotex,mvadapter,paint3d,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,24,batch2
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,spotex,goatex,TEXGen,paint3d,syncmvd,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,0,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,1,batch2
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,goatex,syncmvd,mvadapter,TEXGen,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,2,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,3,batch2
45_1a6d42ef69294498937aab039ececb00,main,spotex,TEXGen,goatex,syncmvd,mvadapter,paint3d,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,4,batch2
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,5,batch2
58_1d7b005b0cf241d9890739a549769c86,main,spotex,TEXGen,syncmvd,goatex,paint3d,mvadapter,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,6,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,7,batch2
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,syncmvd,TEXGen,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,8,batch2
45_1a6d42ef69294498937aab039ececb00,main,spotex,TEXGen,mvadapter,goatex,syncmvd,paint3d,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,9,batch2
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,10,batch2
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,TEXGen,goatex,syncmvd,paint3d,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,11,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,12,batch2
58_1d7b005b0cf241d9890739a549769c86,main,spotex,mvadapter,goatex,TEXGen,syncmvd,paint3d,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,13,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,main,spotex,TEXGen,syncmvd,mvadapter,goatex,paint3d,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,14,batch2
48_d53b232eab0048b48835c2caef28f44e,main,goatex,mvadapter,spotex,TEXGen,syncmvd,paint3d,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,15,batch2
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,TEXGen,syncmvd,paint3d,goatex,spotex,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,16,batch2
06_ce195c7adddb44d2bf963c526756362a,main,spotex,syncmvd,TEXGen,mvadapter,paint3d,goatex,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,17,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,paint3d,goatex,syncmvd,TEXGen,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,18,batch2
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,19,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,20,batch2
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,21,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,main,syncmvd,TEXGen,spotex,goatex,paint3d,mvadapter,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,22,batch2
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,23,batch2
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,spotex,mvadapter,paint3d,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,24,batch2
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,goatex,syncmvd,TEXGen,spotex,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,0,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,1,batch2
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,syncmvd,goatex,TEXGen,mvadapter,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,2,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,3,batch2
45_1a6d42ef69294498937aab039ececb00,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,4,batch2
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,5,batch2
58_1d7b005b0cf241d9890739a549769c86,main,spotex,syncmvd,goatex,TEXGen,mvadapter,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,6,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,7,batch2
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,syncmvd,TEXGen,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,8,batch2
45_1a6d42ef69294498937aab039ececb00,main,spotex,TEXGen,goatex,syncmvd,mvadapter,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,9,batch2
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,10,batch2
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,paint3d,spotex,TEXGen,goatex,syncmvd,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,11,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,12,batch2
58_1d7b005b0cf241d9890739a549769c86,main,mvadapter,spotex,goatex,TEXGen,syncmvd,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,13,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,syncmvd,mvadapter,spotex,goatex,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,14,batch2
48_d53b232eab0048b48835c2caef28f44e,main,goatex,syncmvd,spotex,TEXGen,paint3d,mvadapter,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,15,batch2
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,syncmvd,goatex,TEXGen,spotex,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,16,batch2
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,TEXGen,mvadapter,goatex,syncmvd,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,17,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,goatex,syncmvd,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,18,batch2
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,syncmvd,paint3d,goatex,TEXGen,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,19,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,20,batch2
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,21,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,spotex,goatex,syncmvd,mvadapter,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,22,batch2
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,23,batch2
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,spotex,mvadapter,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,24,batch2
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,goatex,syncmvd,TEXGen,spotex,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,0,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,1,batch2
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,goatex,TEXGen,syncmvd,mvadapter,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,2,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,3,batch2
45_1a6d42ef69294498937aab039ececb00,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,4,batch2
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,5,batch2
58_1d7b005b0cf241d9890739a549769c86,main,spotex,syncmvd,goatex,TEXGen,mvadapter,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,6,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,7,batch2
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,goatex,syncmvd,mvadapter,TEXGen,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,8,batch2
45_1a6d42ef69294498937aab039ececb00,main,spotex,TEXGen,goatex,syncmvd,mvadapter,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,9,batch2
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,10,batch2
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,paint3d,spotex,TEXGen,goatex,syncmvd,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,11,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,12,batch2
58_1d7b005b0cf241d9890739a549769c86,main,spotex,mvadapter,goatex,TEXGen,syncmvd,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,13,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,syncmvd,mvadapter,spotex,goatex,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,14,batch2
48_d53b232eab0048b48835c2caef28f44e,main,goatex,syncmvd,spotex,TEXGen,paint3d,mvadapter,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,15,batch2
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,syncmvd,goatex,TEXGen,spotex,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,16,batch2
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,TEXGen,mvadapter,goatex,syncmvd,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,17,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,goatex,syncmvd,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,18,batch2
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,19,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,20,batch2
35_02797d5feaac4ccabfdf8b357fa2a13a,main,goatex,spotex,syncmvd,paint3d,mvadapter,TEXGen,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,21,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,spotex,goatex,syncmvd,mvadapter,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,22,batch2
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,paint3d,TEXGen,syncmvd,goatex,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,23,batch2
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,spotex,mvadapter,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,24,batch2
01_d85c3093011d4e03a0df7a4049b13816,main,goatex,paint3d,mvadapter,syncmvd,TEXGen,spotex,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,0,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,1,batch2
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,goatex,TEXGen,syncmvd,mvadapter,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,2,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,3,batch2
45_1a6d42ef69294498937aab039ececb00,main,spotex,goatex,syncmvd,TEXGen,paint3d,mvadapter,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,4,batch2
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,5,batch2
58_1d7b005b0cf241d9890739a549769c86,main,spotex,syncmvd,goatex,TEXGen,mvadapter,paint3d,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,6,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,7,batch2
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,goatex,syncmvd,mvadapter,TEXGen,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,8,batch2
45_1a6d42ef69294498937aab039ececb00,main,spotex,TEXGen,goatex,syncmvd,mvadapter,paint3d,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,9,batch2
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,10,batch2
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,paint3d,spotex,TEXGen,goatex,syncmvd,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,11,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,12,batch2
58_1d7b005b0cf241d9890739a549769c86,main,spotex,mvadapter,goatex,TEXGen,syncmvd,paint3d,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,13,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,syncmvd,mvadapter,spotex,goatex,paint3d,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,14,batch2
48_d53b232eab0048b48835c2caef28f44e,main,goatex,syncmvd,spotex,TEXGen,paint3d,mvadapter,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,15,batch2
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,syncmvd,goatex,TEXGen,spotex,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,16,batch2
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,TEXGen,mvadapter,goatex,syncmvd,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,17,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,goatex,syncmvd,paint3d,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,18,batch2
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,19,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,20,batch2
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,goatex,syncmvd,paint3d,mvadapter,TEXGen,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,21,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,spotex,goatex,syncmvd,mvadapter,paint3d,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,22,batch2
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,paint3d,TEXGen,syncmvd,goatex,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,23,batch2
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,spotex,paint3d,mvadapter,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,24,batch2
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,goatex,syncmvd,TEXGen,spotex,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,0,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,1,batch2
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,goatex,TEXGen,syncmvd,mvadapter,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,2,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,3,batch2
45_1a6d42ef69294498937aab039ececb00,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,4,batch2
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,5,batch2
